gene,score_kmeans,score_agg,score_pca,consistency_score
SLC29A2,0.00018256901074059073,0.0002593938010024564,0.0007923773500897899,0.00011413955925026185
RP11-390B4.5,0.00018617366516085032,0.0001199017433116181,0.0017913059236107846,0.00011405733501061914
KIF3B,0.0006243541533024319,0.0004611597878290811,0.0003476867879230503,0.00011375332994313273
RECQL5,0.00023175052940957612,7.803813733197281e-05,0.00010560953072963454,0.00011374734445076321
C5orf15,0.00033594489841328996,0.0006381222916550941,0.0011587074877639886,0.00011362909127598462
ARL4D,0.0005643849940834299,0.0005602313234463384,0.0006660079491725413,0.0001136100070093746
TBC1D20,0.00032002651191066593,0.0005515913289208412,0.001027557081251901,0.00011339872410892756
GNAI3,0.0009719489683945669,0.0003382736281469041,0.00047987964282631914,0.00011338448826402804
NUDT2,0.0003267710626628815,0.0003621062663876733,0.0005351701665511961,0.00011332401984816722
TMEM184B,0.0005183636412522555,0.00046911925975673185,0.0006538620460397159,0.00011326591912803178
CTD-2012J19.3,0.00032223651374070807,0.00019310998616749699,0.0005094648978950888,0.00011325061428251278
C1R,0.000843780270215216,0.0004114850722295091,0.000722860278660116,0.00011324656116993485
C2orf74,0.0005803452582873106,0.0005593918453905106,0.0009223457112549497,0.00011321268985004022
SIK3,0.0004376406615818454,0.0006326729307054389,0.0006848610054946557,0.00011317095986234136
CYP20A1,0.00028659957943747826,0.0003495759374301923,0.0005581893865023356,0.00011305282491661
IKZF1,0.0005176218326316632,0.0005310264156158908,0.00036764206557752616,0.00011303710853654251
SAMD9,0.0002360068928235408,0.0007172096455975765,0.001262808028295349,0.0001129596019079669
MECR,7.584372546542925e-05,0.0005511596871499185,0.0007137402899261531,0.00011286251741589185
HEATR5A,0.0005144093851466615,0.00029479052156652523,0.0006685616262223444,0.0001128347515686876
ZNF846,0.00041886786884408805,0.0002482007699587728,0.0006389997755961305,0.00011281489102749892
SYTL2,0.00030639158055147656,0.0006685686934140454,0.0011469124784154205,0.00011260082165780153
SEC24B,0.00044929252809111734,6.434710176773053e-05,0.0002691477533087004,0.00011259881938252537
NAA20,0.0006235095566062049,0.0006898705873154663,0.0006799481468068948,0.00011258115130018867
RP5-1125A11.1,0.00010120997164829686,0.00013119909069348083,0.00015713583706254166,0.00011257065632265339
GET4,0.0005808713050752991,0.00019727869636537626,0.00043609076050388175,0.00011251363851322835
NBAS,0.00015873192634544456,0.0008582645421760964,0.0008423756004192979,0.0001124473127228839
PPFIBP2,0.000477841392263651,0.0004665039157256311,0.0006592263995868265,0.00011239994085460086
GTF2H2,0.0002957956781770885,0.0005652691812513842,0.0005269680329868909,0.00011234995681994189
PRKAR2A,0.0004926752365197623,0.0007179548911794124,0.000732138256024035,0.00011230157735152804
GAB3,0.0007106454994484841,0.00047127406367019156,0.0007479899432267769,0.00011229826166714343
CTB-133G6.1,0.00040804342888250847,0.0003518069596417943,0.0004127278374982512,0.0001122005354874073
C12orf49,0.00048183295706487463,0.0003553235363024754,0.0005304190301415391,0.00011209433215115887
PAX8,0.0005243218574054752,0.0004946533209003617,0.000702131962984973,0.0001120613465434304
FAM66C,0.000280194881218463,0.000209658451258486,0.0004107792188732823,0.00011198178512708093
CLSTN1,0.00036425771669639157,0.000491483233379689,0.0006345558354590753,0.00011196435686746883
RP11-563N4.1,0.00026474355185792937,1.2909243250243015e-05,0.0005480563345709471,0.00011193773320316143
TMEM39A,0.00047534208798177255,0.0006627595145803766,0.0007084600126039996,0.00011189772013886642
RP11-950C14.3,0.000350528029398848,0.0005465023096923002,0.0007556168875514299,0.0001118111775128745
CCDC132,0.0002797986000106715,0.0002462407461405657,0.0003550971460843171,0.00011176121920714053
GCNT4,0.0002099757690161004,0.00024646672364536713,0.0005213440871810626,0.00011168263254279874
ZNF286B,0.00020997575446512703,0.00024646672364536713,0.0005213441908935112,0.00011168258203073637
CTB-129O4.1,0.00020997581266902037,0.0002464667527474283,0.0005213441217518787,0.00011168250067247724
TMEM238,0.00020997575446512703,0.00024646672364536713,0.0005213441217518787,0.00011168246978201832
ZMYM4,0.00010278269177469508,0.00019837603323399135,0.0003675739956404619,0.00011164286395027993
SUMO4,0.00020997581266902037,0.00024646672364536713,0.0005213441217518787,0.00011145871620709809
AC069513.4,9.315662632402403e-05,0.0004375019074654958,0.0005776419007770626,0.00011141794212885908
RTCB,0.0006598831484854665,0.00025676873688293276,0.0005752297912195286,0.00011130987513698393
NCOA7,0.0002513160882765431,0.0005880773396336182,0.0007188522073734955,0.00011129103899266805
MRPL50,0.0005943396277898086,0.0005272751599341254,0.0007240269054230263,0.00011124941554674313
KDM2A,0.0006284232456895817,0.00039011318787103127,0.0007094348404787269,0.00011114417024430352
DHX58,0.0007988530341710084,0.00024383081900806647,0.0006575127933702693,0.0001111355282510215
RP11-490M8.1,0.0005484725152759797,0.00035571690886299073,0.000847158680263108,0.0001109925242097656
PUSL1,0.00029899095551355555,0.0008518184356321785,0.0007427789458202541,0.00011098485646137513
TMEM170A,0.0003437430851446559,5.638296259702338e-05,0.00084830636221875,0.00011097084755732313
TNFSF14,0.00028862725757163927,0.0006550205198679706,0.0010698617347231552,0.00011088489354352332
ZNF627,0.00031793661381452666,0.0005770722205987566,0.000734559457706225,0.00011085967737540776
NPC1,0.00035212316529966797,0.0002809576716583168,0.00040437369605518953,0.00011078527071292318
AC093388.3,0.00028640020200084907,0.00027085209733348906,0.0005101680682962504,0.00011076601397764778
EXOC1,9.139621319258424e-05,0.0006030912093872681,0.000689789628474596,0.0001107622563222309
AMBRA1,0.00033574461881631407,0.00017438816459906751,0.0004950207960440525,0.00011072423847600013
TPP2,0.00022493530457987494,0.00011981683077270832,0.00022588963672712,0.00011069787263363183
PARP12,0.0006487212714522602,0.00034490194269565943,0.0007957063122633122,0.00011068816621988712
D2HGDH,0.0001453712517316636,0.0006064998174010963,0.0007263693547859515,0.0001105904500308005
SLC16A6,0.000612005033252918,0.0005567730673161946,0.0007024894252243047,0.00011052795961426841
PPP2R3C,0.0009231958158295756,0.00043057503487144,0.0007285986884383261,0.0001105010260972855
LINC00657,0.0007340226857804205,0.0006958759140412615,0.0004302070495852546,0.00011046816476066369
ACAD10,0.00039087706360087866,0.00011829541866906852,0.0010953270819149526,0.00011014743058946534
RPL39L,0.0009852487326339698,0.0004604937871597467,0.0006792060496667112,0.00011012951624194806
RP1-20N2.6,0.0004099645647899144,0.00021541291821719965,0.001137286926065598,0.00010996881875241107
LIPC,0.0005111627719762704,0.0002070622272815584,0.0006770966767464915,0.00010964627939564768
NEK3,0.00038204264385447047,0.0005183786016375619,0.0005964207681276484,0.00010954576131211476
SYCE1L,9.161391030464153e-05,0.0004223909823379228,0.0008464902881030266,0.0001095234232585929
CCDC130,0.00044719614026087086,0.0006110089489592351,0.0009435584332064484,0.00010949757862905394
NEIL1,1.6597329461796292e-05,0.0008894557820880276,0.0011762298442295886,0.0001094956066643664
DYRK4,0.00028113696943603115,0.0006732566280358675,0.0008601959573203947,0.00010943828401633698
C17orf85,0.001309514146790599,0.00015632461710273803,0.00047819092759741373,0.00010940039421094147
C2orf43,0.0006492823569840381,0.0006534092551505414,0.0007908675734054475,0.00010921428475963818
CCNE1,0.0006463351446409774,0.00038713537766835263,0.0009706277279858706,0.00010920918147582133
CRK,0.0002443603446973508,0.0005101477238876602,0.0005059452776703176,0.00010918294074125188
FASN,0.0002027747978833019,0.0003988438644190605,0.000660694829575014,0.00010917011989376244
TEPP,0.0004990091006005852,0.0006223838969871445,0.0007822590253260954,0.00010905517999376587
MAP3K7,0.0005249394007137909,8.664692717240582e-05,2.5290691107089092e-05,0.00010904897182525211
TM7SF3,0.00036249908605918524,0.00010760319772013727,0.00023203542900323017,0.00010899050930704238
TFAM,3.932718118638622e-05,0.0004346215600655963,0.0005712611998049892,0.00010879858189208645
KATNA1,0.0008842683535184311,0.0002852070673207243,0.0008442806598158763,0.00010858678118010839
EXTL3,0.00033860199345000765,0.0004479257128289589,0.0005358635188405616,0.00010856787419439426
MXI1,4.865905869592391e-05,0.0002495948459938667,0.0004081645243329162,0.00010855509538442289
GPN3,8.356457377352235e-05,0.000782824956985943,0.001165905339118179,0.00010851412643349597
VPS39,0.0004073110201906903,0.00038071281469190206,0.0006106843411765772,0.00010845127465209335
ZNF738,0.0006387647970500829,0.0006156727870744278,0.0007040960693355918,0.00010844716839498767
USP44,0.0005154163707053014,0.0005903971813358389,0.0009228161509215675,0.00010840252470642407
C8orf37,0.0003505280876027413,0.000546502484304667,0.0006520879408948387,0.00010836036946236348
DUSP5,0.0006025769919983559,0.0006931913653087547,0.0006868193039481558,0.00010834337354422241
TRIP11,0.0006605125071841298,0.0002770548815441623,0.0008501158678793987,0.00010812475919744506
SMUG1,0.0005287572850972941,0.0005456135909490127,0.0005271780852660186,0.00010805972342976506
CNIH3,0.00030761543381669374,0.00014934259610280992,0.00023488202457855155,0.0001080454143077435
AC006129.1,0.000548472398868193,0.0001641701253589397,0.0004208486259320779,0.00010791043992084716
FZD6,0.0006330044159303188,0.00044958808076576106,0.000915234840074276,0.00010785095529475105
ZNF436,0.000646335261048764,0.00032360255157149717,0.00045229679857249896,0.00010778843514933079
TRMT6,0.0001813624731336416,0.00030932679739470226,0.0003211700730694966,0.00010777948401269428
PLOD3,0.00026141044770203805,0.0004821445565701901,0.0005772618983655794,0.00010774698620154746
OIP5,0.0017236918877056213,8.268829747842681e-05,0.00018446226957273277,0.00010770330947711476
GEMIN6,0.0008004140043864391,0.00048781168824340356,0.0007186152589993775,0.00010760560256505272
CTD-2256P15.2,0.0004073527814841603,0.0004267527701604775,0.0004961510888791545,0.0001075939929332511
CDS2,0.0003913013408813657,0.0005331533106527111,0.00016971508537622039,0.00010757369575239551
PABPC3,0.0007895634599786975,0.00038196210797279283,0.0007392430427410605,0.00010748789110065837
SYNM,0.0007895636927942708,0.0003819621661769151,0.0007392429735994282,0.00010748785403960688
TGDS,0.000653885702908137,0.0006341225625752612,0.0007623925600983936,0.00010747259077358839
WDHD1,0.00022024082590978218,0.00040181602882187673,0.00048551980234493725,0.00010745027812109402
SP3,0.0001568650219156563,0.0005877520367941243,0.0006642230579330149,0.00010742455123092685
EIF4EBP2,0.0005203712099412682,0.0006584312232302013,0.0006411877625523502,0.00010738776996454567
UNKL,0.00014773262733730445,0.00026432013970918933,0.0002996589704035227,0.00010730082156783254
CPD,0.000380856797731603,0.00037639852143313816,0.0004856783095371361,0.00010719814296472721
FLVCR1,7.774232919062668e-05,0.00019669658238729627,8.347753620501462e-05,0.00010702100461297922
SEC14L2,0.00026278641684249394,0.0003720896993618697,0.0004994729640353593,0.0001070164585866609
RFFL,5.474141284040356e-05,8.190800573945542e-05,5.2128344132677364e-05,0.00010696263479997239
RP11-158M2.3,0.00020550639390349215,0.00021541291821719965,0.00032413082147985414,0.00010679551103721599
ZNF579,0.00020550637935251882,0.00021541293276823023,0.00032413082147985414,0.00010679494252884396
RP11-101E13.5,0.00020550636480154546,0.0002154128891151385,0.00032413078690903793,0.00010679489081408247
TBL3,0.00041907449266543776,0.0006517574221598742,0.0009401809336070053,0.00010678697774542314
GPS2,0.0005951244490875775,0.0002918704207510998,0.0010438489240862843,0.00010677156602381268
ZNF14,0.0005075039006293664,0.00033831390539953066,0.0005683077458368463,0.00010673757396952202
VMAC,0.0006662115414003157,0.0001224465439465001,0.00037062971008287404,0.000106659878641428
AC004158.2,0.00028019491032040965,0.0007132052601879601,0.0008847465607159911,0.00010637386558122439
C10orf12,0.0005391346900560915,0.00026590215685516643,0.0010226734003329985,0.00010613075094721697
POLM,0.0005417084080156025,0.00032488408993613813,0.0007174769803057373,0.00010607756100777636
SREBF2,0.0009087376195010675,7.738940146041351e-05,0.000684413451708351,0.00010595705928842782
PVRL3,0.00020997572536318038,0.00023090247571131732,0.0003628886129231848,0.00010588275804794459
CUL7,0.0007841495666359743,0.00020170632760127465,0.0003341520368208907,0.00010582656324306227
GTPBP6,8.422078629347445e-05,0.00014867671184172013,0.0005081679391551688,0.00010578578138882581
TOP3A,0.0004709449293498234,0.0005203276248766556,0.000646755669065146,0.00010577757575065538
SAP30,0.0005611556092654668,0.00039523480140805624,0.0004894036606890123,0.00010577220902330977
SPEG,0.00020997579811804704,0.000246466694543306,0.00034928962924455725,0.00010572366726246734
RPF1,0.0006123060637892619,0.00034572253351380325,0.00040166057840115057,0.00010566391067749425
TRIT1,0.0004717403146542332,0.0003686027777014967,0.0005990691000721604,0.00010565500251289456
DDX31,0.00040713864936056996,6.57750016733918e-05,0.00019360963839311254,0.00010564676306723636
ADSL,2.950121446404596e-05,0.0007229077127617886,0.0010757328964355079,0.00010564360693137785
AC093609.1,0.0010817291359399776,8.552483172527046e-05,0.0007506655169744411,0.000105540794201886
TCP10L,0.0007895635181825909,0.0003819622243810374,0.0007392430427410605,0.0001055246079696223
DDX21,0.0010795738457696732,0.0003693089392152131,0.0005236653446336677,0.00010551056549520794
ZNF256,0.0001632955626633136,0.00019117324399820697,0.00026608816693487574,0.00010490433517385397
SPATS2,0.0004978194712246507,0.00026638926715463415,0.0005186031745908125,0.0001048411834608378
FXN,6.414772585403383e-05,0.0006540518868647753,0.0010410466137264934,0.00010472534935996501
DYNC2H1,0.0002816364461467108,0.000328904888908241,0.0004005710791291445,0.00010464006614217232
GOPC,0.0007126327549787219,0.00029624003702810294,0.0003948552095230857,0.00010454113878793567
TSR1,0.0005142948980884657,0.00044363056872642927,0.000618090170560924,0.00010437632131620839
ZNF346,0.00019871043456248582,0.0003735909000840434,0.0006126494155100493,0.00010435733956328976
RNF20,0.000491173401459963,9.6044812125307e-05,0.0003923180227526018,0.00010433717937224797
FANCM,1.695334085088456e-05,0.0001480786644851625,0.00037899712671934997,0.00010431968765960221
SART3,0.00012088434996934582,0.00042027430212456484,0.0004971767704244869,0.00010424545932504687
GPATCH1,0.0003588371590078811,0.000712936589959457,0.000723213246693344,0.00010420945491046121
SLC23A2,3.2244531293257136e-05,0.0005793195399646006,0.0006391790598488554,0.00010420680692426506
LRP6,0.000350528029398848,0.0005465026589170339,0.0007556169566930622,0.00010419283018668042
RASA1,0.00024113474313245463,0.00019539515276386176,0.0004626197479971804,0.00010394059001753714
WDR91,4.90069142644582e-05,4.4027533389274355e-05,3.355333872444654e-05,0.00010388335622438855
AP4S1,0.000221645067591427,0.0002320688717710327,0.0005372673359733032,0.00010385022402638284
FAM63B,0.0002069727100373819,0.0002088718661987917,0.0006116432664758603,0.00010370982686545044
RP11-819C21.1,0.0003044883423412721,0.0006903869160843249,0.0008519795805798222,0.00010367667557285208
ATP6V0C,0.00035436902072800633,0.00041122562735438934,0.00046055376145127036,0.00010357161340158541
ETF1,0.00022918712809015925,0.0003784048466306291,0.0005823025999315849,0.00010356447184841396
RP11-867G23.4,0.0003505280002969013,0.00041148510133157026,0.0008708513742843078,0.0001035336506774167
C17orf70,0.0005375927525137823,1.952019114400923e-05,0.00021399177920040748,0.00010352476517456955
SESN3,0.00037011951810029706,0.00041527253087534055,0.0008067539005660047,0.00010323239200897354
NOP56,0.0006978764383085369,0.0005275776467576806,0.0006540344161292043,0.00010321879987216714
ZBTB6,0.00031793661381452666,0.0005770721623946343,0.0007345595268478574,0.00010314479432447295
BZW2,8.976778466477492e-05,0.0001900240327055985,0.00016707821365727295,0.00010312928686988766
GOLPH3,0.00011086316738875006,7.544041459889616e-05,7.35097587030929e-05,0.00010310329976398846
CCNL2,0.0006319672807549298,9.668266382599756e-05,8.765304259711317e-05,0.00010309389725220806
AGBL5,0.0005014793902416347,0.0005439368465940043,0.0002924235751429579,0.00010307780215711547
WAPAL,0.00014691802019711978,0.00028231752366950254,0.0005914873743750747,0.00010292007696600773
FAM102B,0.0005965948540449743,0.00019848637369882777,0.0004456058590959997,0.00010289220012889172
RP11-496I9.1,0.00015731093649349172,0.0002302130769848213,0.0004869385886410861,0.00010279556603230732
FBXO33,0.0004889047883093296,0.0002820920408997406,0.0009298223416708393,0.00010279438262914493
RABAC1,0.0007121141582890808,9.979505651044753e-05,0.0006691432456338066,0.000102778309905188
TMEM230,0.00045430530930290204,0.0005920434849348882,0.00038239471196299543,0.0001026702280347706
LIX1L,0.00023700117538245975,0.00023964779059610318,0.0003271185351268344,0.00010266758406985183
RP4-773N10.4,0.00013987053273105347,0.0005141425056170982,0.0008471587494047403,0.00010265297278697076
ATP11B,0.0005310882346176926,0.0004601085049722301,0.0006917832583022351,0.00010264529807449094
CUTC,0.00023813210613196287,0.00018462076942079905,0.0004884634382012842,0.00010259830402835379
ABCB9,0.0001283365145548176,0.00046545979197582215,0.00021204912404123013,0.00010250393961862157
LIMD1,0.00032852038067715376,0.00041223229675150293,0.00033096917091655757,0.00010245129975718079
CERS5,0.00034416395749738263,0.0003817810931524625,0.0005837668814218306,0.00010243390456893928
RP4-536B24.3,0.00038092053099480805,0.00038196231168722086,0.00046856509868106175,0.00010241055425382748
MINOS1-NBL1,0.00038092035638312806,0.0003819621661769151,0.0004685649949686132,0.00010241006751123327
SIRT7,0.000910129274590778,0.0003399723445580781,0.0006143720101388139,0.00010239378857949515
PNO1,7.746449290577795e-05,0.000308941980840164,0.0003063411288927115,0.00010238741013703499
ERO1L,0.0006574039536487363,0.000601942667442066,0.0005297277521011445,0.00010236638890300213
HID1,0.0003505280002969013,0.00041148510133157026,0.0008708513742843078,0.00010235356113163615
FAM174B,0.0002209100251734353,0.0004655188982620104,0.0005641969300845301,0.00010233478381625851
CTD-2616J11.2,0.0003471378272235921,0.0002464667527474283,0.0011621512250472384,0.00010232078124348489
TNFRSF11A,0.0003471377399177521,0.0002464667527474283,0.001162150948480709,0.00010229587998329028
SENP7,0.0006645846843776266,0.00047146817441803774,0.0006104223635315427,0.00010229446178998844
IL12RB2,0.001048076343258692,0.0003077832822756218,0.0003582900375253432,0.00010228356631041214
VKORC1L1,0.0007604383481601714,5.08314097596527e-05,0.00044785514010931183,0.00010221211394730907
RABEPK,4.989389067052197e-05,0.0005626033160421334,0.0007770821838859614,0.00010221086328201582
AC104699.1,0.000548472398868193,0.0003557168215568073,0.0005873724101248166,0.00010218399572757965
ABCG1,0.0003378787809733369,0.00039087769901734605,0.0004952518673794194,0.00010215093850796343
ARL17B,0.0005460630487034683,0.0005174054287128277,0.0007703616863616256,0.00010212022095158924
FBXO5,0.0005705211395385839,0.0004942326215044299,0.0007858132509378659,0.00010194512401486626
SPRTN,0.00015555304795592545,0.0004121322147632206,0.0006256130567288663,0.00010185421031149849
CCDC30,0.0002958792589679218,0.00010929850919015712,0.0001767152435180682,0.00010182292764477087
ZBTB4,5.68953461324446e-05,0.0006130218221204839,0.0011960378156363088,0.00010175987086539549
ZNF575,0.0003349749887347063,0.0006012591764339827,0.0007370887969014354,0.0001016493125109043
SCT,0.00010260212147110075,0.0007981054016196935,0.0005669542983832832,0.00010153591141838014
TCF19,0.00027735616093258424,0.0002890059921786474,0.00043556473096484176,0.0001015173536858771
CCDC97,0.0005371188564142248,0.0004767548257438237,0.0007737654597813679,0.00010145543447366963
AC079305.10,0.0001445897917087349,0.00021215060626475423,0.0004254187495482009,0.00010144429654893955
RP11-422P24.11,0.00038092026907728804,0.0006536186153784284,0.0007528776343603566,0.0001014133562508351
ADCK1,0.0004283268163660125,0.0004347748988257764,0.0005675561417222124,0.0001014098430828522
MLST8,0.00019977202992405013,0.0007173185455103862,0.0008113298320792465,0.00010138500331298428
C16orf46,0.00013987053273105347,0.0003557170252712353,0.0004412467211710413,0.00010135507895371604
RP11-178L8.7,0.0001398705472820268,0.00035571690886299073,0.0004412467211710413,0.00010135502099918726
AC006547.15,0.0001398705472820268,0.00035571705437329647,0.00044124679031267366,0.00010135498721677504
ZMIZ2,0.00011972457191520707,0.0006211417046091735,0.0007361809672684707,0.0001013255053134744
ZKSCAN5,0.0007744862652445402,0.0003584856207563328,0.0004924607925348879,0.0001012915451741371
TBC1D14,0.00035631759977112104,0.00040100053086443356,0.0007245839795549985,0.00010115203813191849
LINC00422,0.0002704307997857143,0.0004114851304336314,0.000722860278660116,0.00010114230062373758
MC1R,0.0002864002311027957,0.0004942072445071103,0.0007005187504186111,0.00010113708521520756
MSMO1,0.0002727752235074205,0.0005575723263235181,0.0007911954430261267,0.00010107902042736847
RP11-85A1.3,0.0005328937193890359,0.0005182422875831524,0.0005940848180781655,0.00010100648459573954
ZNF445,0.0005864586460201694,0.000320919923575026,0.00072965641713026,0.00010100181623267085
AKAP1,0.0003815756740182201,0.00029188011173746157,0.0011302443668177017,0.00010091918960256737
DDX3X,0.0005068742509112364,0.0007178071109129112,0.0006046598233236369,0.00010079009211253279
INO80,0.0001044502987982075,0.00033380183453321613,0.000863985748473636,0.00010077002357239802
LIPE-AS1,0.0003841597522707453,0.00010601645148922389,0.00033233067337029126,0.00010066299506984412
ARHGEF7,0.00015663856511765166,0.0006586126454793878,0.0007035999089817339,0.0001006455628092749
FAM13A-AS1,0.0003087142360170743,0.00032360240606119144,0.00040762248850598356,0.0001005875582634814
SYAP1,0.0004730078208394538,0.0003253163137482838,0.0005876212508597015,0.00010044291170460156
CREBZF,0.0005219343919046456,0.00031108604609306065,0.0008114372090343107,0.00010040834791299737
STARD5,0.0005199399772955272,0.0005043273698625112,0.0006793024331022293,0.00010036510390750583
RP11-339B21.13,0.0003471376817138588,0.0002464667527474283,0.0011621512250472384,0.00010035746161199388
COA1,0.0002503228388367309,0.0005715165207176725,0.0006188105572285446,0.00010035087470065564
PQLC2,0.0005817849315890249,0.00037052552177937537,0.0006838868690362521,0.00010033674320090918
TAX1BP1,0.00024079103459132069,0.0006307449773586151,0.0008054733283929553,0.00010025084029424223
RPS6KA3,9.679708341417311e-05,0.00044938553042018245,0.0007514160493937732,0.00010022047005690986
FBXL16,0.00026645614321550536,0.0003604001871550293,0.0010191224935195817,0.00010017877878445332
PEMT,0.00014228955929304556,0.0004063904363031668,0.0005037805568733889,0.00010011838308324569
RXRB,6.343877333123086e-05,8.718273977120196e-05,6.178252976100342e-05,0.00010002104780791434
VPS33B,0.0007743927315879462,0.00032425641668133346,0.0004651911944465016,0.00010000496729567661
SNX24,0.0007418723538554437,0.0004177493490953846,0.000661147568983746,9.99515227835112e-05
ANKRD27,0.00024207917405672964,0.0003045749255445417,0.00041169773088844746,9.993465943465664e-05
RP11-73O6.3,0.0004786776949050774,0.000183310972954785,0.0010285574915306036,9.978335544002018e-05
BRWD1,0.00015643013697560845,0.0006101291354466584,0.001006115707922168,9.972415629462536e-05
BCL9,0.00018854834035611888,0.0003167811157449746,0.0004064691715073037,9.968903526568444e-05
AC005253.2,0.00032223636823097473,6.547802241490851e-05,0.00022561656185009077,9.953458577833582e-05
RP11-160O5.1,0.0003222364264348681,6.547803696593908e-05,0.00022561670013335552,9.953437540159963e-05
ZNF777,0.0003222366010465481,6.54780296904238e-05,0.00022561670013335552,9.953422500077005e-05
DIP2B,0.0002511876904878396,0.0004016092586774319,0.0005252305383363513,9.952550857569122e-05
ZMYM2,0.0006019474586880126,0.0004917736719499297,0.0006049078343589335,9.951096178770905e-05
RP11-383J24.6,4.238444254077566e-05,0.00035144458077639986,0.0004359830724114718,9.942712097919135e-05
AGO3,0.00055754394127606,0.00022189757044110598,0.000422721707323687,9.923036589003982e-05
ADO,0.00042599615786508075,0.0003630210023736256,0.0006148851793342338,9.921973605407427e-05
DYM,0.00010042870806350816,0.0003514395752218827,0.0005335789410239267,9.920831448696908e-05
C9orf37,0.0003292428656051578,0.0005319413262142099,0.0006405588502643498,9.909691912680855e-05
RP11-80H8.4,0.0007143781151282472,0.00010754596851689296,0.0005669542983832832,9.890998993668514e-05
RP11-282O18.3,0.0007143779987204605,0.00010754596124137767,0.000566954263812467,9.890983125433122e-05
RP11-1079K10.4,0.0007143781151282472,0.00010754596124137767,0.0005669543329540995,9.890966354051597e-05
OSR2,0.0007143779405165672,0.00010754596851689296,0.0005669542983832832,9.89096591277243e-05
UBE2V1,0.00018815031303152726,0.0001843593747075825,0.0002434754652112317,9.88498804831585e-05
LINC01023,0.0006463355520682307,5.173010687215569e-05,0.0010223128267202101,9.878138950421334e-05
ZBTB11,4.918454163369563e-05,0.0007363784166210918,0.0009506702723699753,9.876591029374829e-05
CTD-2541M15.4,0.0007143779405165672,0.00010754596124137767,0.0005669542983832832,9.876127930240291e-05
EMC1,0.0006533407398548137,0.0003261598078885498,0.0007382586041794344,9.875492364879792e-05
ATP5S,0.00044442345229198403,0.0005183465311661786,0.0008145231383700668,9.86916068334638e-05
USP38,0.00026247016598804216,0.0006043132631389259,0.0009104146311738853,9.86913112450064e-05
RP11-110I1.14,0.0004177226781407171,0.00044797934792765163,0.0005382726207370876,9.862582291082027e-05
HMG20B,0.0006060473409347382,0.0007548656173725593,0.0003880272313312371,9.844200834675047e-05
ANKRD34A,0.000280194881218463,0.00032890491801030214,0.0006959023710504353,9.837749174368483e-05
SLC6A6,0.00024917083827783945,0.0004835150890378166,0.0008246149127469327,9.827679218280249e-05
PTGES2,0.0003833223146533988,0.0004670340970755954,0.00036182867169901517,9.811777864434047e-05
TMEM194B,0.00024254457238785993,0.00018039289473260927,0.0002098700217847694,9.808753048159348e-05
ACSL3,0.00020633079384873093,0.00022617791614554266,0.0003021360039538482,9.808631432393344e-05
AZI1,0.0004099645356879677,0.00031129048807261383,0.0005741388399732428,9.805721380414984e-05
DNMBP,0.0003109036918727682,0.0003194231754682077,0.0003794431248189264,9.80333005456355e-05
CTAGE5,0.0004970601432321638,0.0005226220313774344,0.0006116900753609719,9.795838803037659e-05
THUMPD2,0.0001533435845118967,0.0001678133832917909,0.000554420683546966,9.791185517035112e-05
CTC-550B14.7,0.00020997575446512703,0.0002464667527474283,0.0011621512250472384,9.772389321302492e-05
RP11-355B11.2,0.0006112652617685925,0.00032376703642109637,0.0004761997177269074,9.767146877502235e-05
GGCX,0.0007720796506628025,0.00010858364616015801,0.0005290221617428502,9.752703079263068e-05
AMDHD2,0.0008276328222903605,0.0002820698360270859,0.0005668330585309295,9.748099954575958e-05
POLR3C,0.0005593016406509729,0.0003449474583192923,0.0007826435910853147,9.733818874957903e-05
ELP3,0.00024854354581738965,0.0006594524727599493,0.0008356397534525769,9.720669238296156e-05
DDX41,0.00047584409656181237,0.00014496694114811892,0.0003861857476656192,9.700506612851005e-05
LINC00685,0.0004794512537494855,0.0004771146436278373,0.0005916891296583184,9.697114066670892e-05
RASGRF2,0.00013095931294738585,0.0002543597555674208,0.0004590473727069139,9.696535642721534e-05
ATF7,0.0003830183448204413,0.00017204189822532596,0.00010183399139536478,9.689016514316047e-05
KIF27,0.00019027964426540303,6.143637181599424e-05,0.0004194451199366819,9.675778384902431e-05
FAM105B,0.00014393569635540296,0.00023151539422112074,0.0002819827910913168,9.67215286848189e-05
CEP128,0.0004823987280100662,0.00011573378249181335,0.0007109027864754878,9.671777824969913e-05
CTA-211A9.5,0.0007543474271301411,0.0003363544636225465,0.0005219886946196101,9.664920938368075e-05
ZFP91,4.665814343946835e-05,0.00010363419314135959,0.00019877413805186926,9.658765169618033e-05
MRPL4,0.0004119566803452459,0.0003884525078537756,0.0003529217429051879,9.643857534828818e-05
CEP104,0.00020770703945768021,0.0005297435967605593,0.0007286065705844158,9.638446614191381e-05
TDRD7,3.6313107120853545e-05,0.0004597591347281681,0.0005426365294346792,9.636329405071233e-05
GDI1,0.00025719651492631676,0.00017660088161420843,0.00031574255864121986,9.625563097530088e-05
ZNF684,0.0008753697930815645,9.492566326186271e-05,0.00016480208840519473,9.62467581951941e-05
HKDC1,0.000280194881218463,0.000328904888908241,0.0006959024401920677,9.61701253855199e-05
DRG2,7.161319730461998e-05,0.0004034280210908346,0.000481110813303043,9.616392464450661e-05
FAM115A,0.00032422135380937234,0.0005872350677799203,0.0006990383589280243,9.615751934204946e-05
