gene,score_kmeans,score_agg,score_pca,consistency_score
LINC00926,0.004497138253322655,0.06415290022145355,0.0796768789602557,0.006249429882946734
RPS19,0.07786148443388372,0.05764376094125747,0.045512350071735604,0.006093775364105149
CD33,0.05653237437256762,0.05613541182160032,0.06528959161823404,0.00597419071013063
TSPAN13,0.00523672115703365,0.07913457797351282,0.09287651882372866,0.005964490872599149
CTTN,0.0864134076261114,0.08641046949154846,0.0023452081140566384,0.005886909042261806
ATP9A,0.08593506661162732,0.08609129857274626,0.0006374486522156334,0.005829935167420889
S100A10,0.04239971661017903,0.0614563153420896,0.06935640729511172,0.005823634484134009
CD37,0.0070106487086714735,0.07439165535637954,0.08899175472426964,0.005736380174141208
RBP7,0.05311848973155925,0.052008674362429994,0.06184130260304241,0.005605361879018882
TNFSF13B,0.038703726545153375,0.03818953315473689,0.04534130362965736,0.005442639079398681
RPL12,0.07722473942834024,0.039813761559916075,0.043887581449506684,0.005424473920586597
MYL6,0.05440706991684856,0.04173935880386949,0.05912428204213964,0.005299417461260228
JTB,0.0012137687422496626,0.0009160154871726384,0.0010172052651957067,0.005277636430305602
CAPG,0.044578631973604954,0.04902921558619154,0.05878506544988958,0.005172044377245362
LAMTOR1,0.006931930038272049,0.006968612399867304,0.006361162929599419,0.005140391750932205
SF3B5,0.003673290546623848,0.003775394560995566,0.004456517829682171,0.0051154291056931325
RPS7,0.05699258557272363,0.048681540478987186,0.044871100703988816,0.005070116830269262
C10orf54,0.04413374935079843,0.04841455770439753,0.05790473869888095,0.005057193434860679
RPSAP58,0.04865219674791883,0.040411686455000394,0.06092466377298131,0.005039190328255711
NPM1,0.04368127880282522,0.040577548646949534,0.06345677858988134,0.004977136107390709
TSC22D1,0.0732544702676111,0.07326456279432474,0.0008450325059262233,0.004956217198200004
FOLR3,0.04469955079483013,0.04369625403409512,0.05169686442763596,0.004739577290979606
CASP4,0.0026846657553607034,0.0029383180072535633,0.003220184962119324,0.004726474819976181
VCAN,0.04363742379890408,0.04239377801695005,0.05027705594159425,0.004602893804345052
BLVRA,0.017855620908480488,0.017602941840846677,0.020591021965453628,0.0045812949316690835
PVALB,0.06774854958505336,0.06774881608531433,0.0006969644556652083,0.004579149643258129
RPS26,0.04288406240393098,0.04094123780354502,0.05106084991115887,0.004565368819318926
APLP2,0.038919082813028395,0.043375283909464615,0.052153075299445885,0.004543494070855368
STX11,0.032715568446675954,0.03245687597909577,0.03886545630415217,0.004460747693883853
IFITM1,0.02740189941449379,0.04432797270821557,0.058267602835666274,0.004396434371239604
LINC00936,0.012336787342962357,0.011669339822136249,0.014506550573389234,0.004368440296512478
CSNK2B,0.002198737514156677,0.0015712212125577444,0.002433553696528937,0.004286414010794118
CCL3,0.04966787238064972,0.0249471789674433,0.05051776174858157,0.004244517768441571
VAPA,0.0041059377797884435,0.0040888526287864825,0.00032823894070850806,0.0042029118706192305
CCL4,0.05234801918573167,0.002595379784337877,0.04925928668810333,0.004190574389370785
RPL35,0.045914632034874565,0.026712602191910996,0.04657798967267834,0.0040814968285326795
DNAJA1,0.0018860424519566998,0.0007131980428767958,0.0015518728757920512,0.00401764878138411
ATP5H,0.001623802249551236,0.002502784941530802,0.00399009805757016,0.003961282287481993
HES4,0.03689525242184817,0.03664616471004461,0.04345348262486045,0.003952599574535302
C19orf33,0.05786834835849301,0.057883189418720775,0.0006046744813496985,0.0039470845633247445
LYL1,0.026767976133699346,0.04057479954984541,0.04897718882805035,0.003930365013897972
GLTSCR2,0.04028033498264604,0.03069211767852115,0.04479048930451297,0.003912358547596369
SCP2,0.002879388510231846,0.00027724040718397035,0.001371064050073534,0.0037968767133541963
ARRB2,0.03484745506428481,0.03392297169976629,0.04142501537090395,0.0037284435921558874
SPIB,0.0025502608592335506,0.04955829385163017,0.05753807785677914,0.003701064195226944
EAF2,0.001439838600771401,0.04800261407099054,0.05959822857235101,0.0036778136959705245
AC147651.3,0.05322022827458941,0.0532271613654737,0.0016285024086599431,0.0036614986951797354
EEF1B2,0.03619498787779598,0.027755243831949914,0.04297819972517872,0.0036135568699131307
SCO2,0.03354249956282823,0.03340063579985405,0.038092494892413585,0.003544058326933508
LY6E,0.03498333368299128,0.0320854684902513,0.03653982827068197,0.003502762656397428
SNHG7,0.003940682492036441,0.008657956317636729,0.011878452789305759,0.0034999673959777125
PNOC,0.0028970978596344257,0.04484795436778932,0.05345241140525321,0.0034190677219444374
ANXA1,0.011319835880889497,0.038869670208477224,0.04958036051602058,0.0033650358215329573
RGS18,0.044752453943194014,0.04472710957218625,0.006442935355365953,0.003364621188318971
RPL29,0.04190471345074132,0.028942799767508336,0.028179556177361682,0.0033449598923834764
TMEM66,0.02142799894172843,0.02712308001270217,0.04983009787959407,0.0033258017885205516
CAMK1,0.030766876022376995,0.03050163840227304,0.036291363113144015,0.0033035360046154453
DDX5,0.02907265288227617,0.03065719893020935,0.036857494798956225,0.0032664787220182713
HSBP1,0.031042714051159645,0.029676501376545185,0.03570996495490541,0.0032540200324561097
LAT,0.018248367743052902,0.03638703064493788,0.041301538371893466,0.0032481720645673065
MARCH1,0.0010414780006865415,0.040867563491179884,0.052439005265331115,0.0032003111167401427
C4orf48,0.029175535015402633,0.03026861330952789,0.03392557319453122,0.003167031855567721
NCF1,0.010986507305685641,0.03609434120487994,0.04529907523940661,0.0031568214443916617
GRAP2,0.040352489185139236,0.04311985628286549,0.005461555066422695,0.0030260452722238786
RPS19BP1,0.003381982621438689,0.0031966681792412505,0.00134400726992957,0.0029903215413496524
IGLL5,0.002242900533081357,0.035502465813450235,0.04922480216067756,0.0029427575094111537
LAMTOR5,0.0018844573271255339,0.0014067289128308841,0.00185586636969941,0.002931162758695001
ACAP1,0.025153513746504264,0.027489957823933337,0.033381223888579566,0.0029105986835435286
PLBD1,0.020259559042387007,0.020140833413596043,0.02373709677750521,0.0029069090203430836
ENKUR,0.04129616706744223,0.04129968579533629,0.0008561898219994806,0.0028874119324666593
PRKCQ-AS1,0.01426701656103222,0.027853391813656692,0.04183406390557748,0.0028415926733495983
C12orf39,0.040997894930011394,0.04099494949886269,0.001871844862655911,0.002835549390836149
LGALSL,0.04129617824258974,0.04129968952040012,0.0008561896145745835,0.002832948919396086
PPAPDC1B,0.004524468939109572,0.033776978998268946,0.04341781218015634,0.002830377871903428
CLEC12A,0.025689922690031446,0.02552103808767501,0.029780843194973015,0.00275272985204827
ALKBH7,0.0005068846112042506,0.0005846533657315048,0.0010694876093504232,0.002716710178893225
RHOH,0.02543750590792799,0.02306249968709464,0.03113613866608591,0.0027102686987647137
CLTA,0.024957948664888735,0.025285204296804503,0.029626937240124815,0.0027071945378370787
RETN,0.025570242447656502,0.024269552606722186,0.029638685786296432,0.002700952375951766
OAZ2,0.02519676529245927,0.024320751746488727,0.029278886006657564,0.0026972227712422584
FCRL6,0.03491883073150072,0.0024008634701675434,0.030456431063018017,0.002655160219429402
CD1D,0.02317466332409561,0.025044999143533326,0.029629844507482538,0.0026480364446006335
GNB2L1,0.02890631639900152,0.021413738011552583,0.026919138513580486,0.002621224964863284
TMEM14B,0.0003965283124206341,0.0004110156268811572,0.0017360165407228417,0.002575607566945068
MAL,0.016477915196662928,0.018453943847255457,0.0398738090204479,0.002536355133273444
TNFSF10,0.022445047255079804,0.022351692320336895,0.026470419275920684,0.0024677777399782505
IRF8,0.0005464603484793933,0.021518021173381995,0.024542279296192435,0.0024524725908997304
FAIM3,0.01395542923533025,0.025383769485659874,0.03148331594932006,0.002405822352256406
UNC93B1,0.020066791472700872,0.02332257619334953,0.02674798144489046,0.002397477362435408
PLEKHF2,0.0018107794631125366,0.031312674198884796,0.036605558178340436,0.002366868340361532
C6orf25,0.03384428069658062,0.03389782751893584,0.00048481362428276785,0.002324609204713633
TNFRSF1B,0.021342972831815757,0.020346036004619317,0.024982458159422398,0.0022715130295837124
S100A12,0.0176413057918495,0.017532275517521626,0.02045045094239005,0.0022600884394091436
TLR10,0.001275277452651347,0.030515979898005963,0.03479404741035315,0.002259566301822425
LYST,0.019902554054635563,0.02041801913800712,0.026203256008458742,0.0022578869007762875
SMIM5,0.03210290215899082,0.03272668235206609,0.0014407180219352925,0.002256393215930427
FOSB,0.021333630408488298,0.019196561396561593,0.024189117113260692,0.0022270226838564428
ADRBK1,0.02013385167044913,0.02042087439943031,0.023983776421528952,0.0022018060038165145
NOP10,0.02145134754994874,0.01951082826883589,0.023445204037244743,0.0021883767503333407
YBX1,0.018528163636582533,0.021347949659308644,0.02441269128314692,0.0021879782743494656
CFL1,0.018275068895529475,0.016171627041126374,0.028644353886778388,0.0021861481330997905
SNX3,0.01240125211269889,0.02376894686664319,0.027592033729894633,0.002174071106262751
ARHGAP24,0.0009972855305918323,0.02704589669021225,0.03533808253672733,0.002165442401703789
SNN,0.027144770445185692,0.027043713802809784,0.008910048187713076,0.002143449872270941
NOL7,0.0002882578665625699,0.0005367946769515877,0.0005666790455448345,0.0021414859043194148
OCIAD1,0.0005041577588013674,0.0008040542121427425,0.0013609562348379592,0.0021403193625223944
MGST1,0.019674590357832394,0.0195529103148865,0.022804018832932788,0.002125277030298492
SEPT7,0.02503484671750455,0.013406029766776436,0.022597678076630507,0.0021131695189098585
CLEC4E,0.01945307472114878,0.019303241636963505,0.022533941660516418,0.0021110039645064953
DPY30,0.0004937050380045907,0.00031572671896758095,0.0006365444179475517,0.0021052175309793837
NAPRT1,0.01905258350934439,0.01965812288014068,0.02244728119790814,0.0020961631202287513
MRPL43,0.00023204975562522655,0.0002223050283992161,0.00021818751816267713,0.0020898091876567614
PHPT1,0.002245754619195077,0.002475330755494797,0.0027885254542629584,0.002073297553344278
CCNG1,0.005351499700327244,0.00503883051233753,0.0016596066016793438,0.0020640220686347034
PPT1,0.018185576451657623,0.01806059014487578,0.022897527082810586,0.002031729526062544
PEBP1,0.01814654352389175,0.014707517710741464,0.026846795347069487,0.002030665156979596
EIF1AY,0.0008670556579377044,0.0013466062662591586,0.001941500632200111,0.0020120860561327765
ARPC5L,0.025273652169927566,0.005294333571479147,0.02589505911815333,0.001965905362309401
C19orf59,0.01818143233445196,0.018071558595313595,0.02108283469346835,0.001961060439037884
P2RX5,0.0022747077967126828,0.018802390042671948,0.023781130594060302,0.0019465324898762916
RNASE2,0.016747889998046286,0.016645490547993247,0.019416941734574297,0.0018901878798232741
GRSF1,0.0009401497951044152,0.00035979969522533537,0.0012031480645422912,0.0018806224016601353
TRAPPC3,0.000259403519255852,0.00030441282706395654,0.0004642094178377216,0.0018718582503720947
CAPNS1,0.016518832999310656,0.017226464540134018,0.020204025739573417,0.0018582350069081943
RPL34,0.021997255368868672,0.012481576020566166,0.019680325996977645,0.001849077359619847
SYK,0.015181914713419748,0.017447779894739827,0.021035413490060384,0.0018395724577845844
C12orf57,0.011987951388048684,0.016172837686870063,0.023614847733885544,0.001837983485035565
PRKCB,0.0013596977764421573,0.00446694288213612,0.005293265439510147,0.0018370789711792963
P2RX1,0.020904666783325275,0.02144448841344227,0.010743266662597967,0.001818700057533816
FCGR1B,0.01672764435578761,0.015864540229378107,0.01979035743759172,0.001797663841702992
MS4A4A,0.01680756342328324,0.01539712201419744,0.01994194908372137,0.0017921732063549826
CD160,0.02207230207204519,0.001985434341101174,0.022705271306720832,0.0017898826135294451
FAM49A,0.016682323545016652,0.015794095547350746,0.019946922856187245,0.0017872404532372286
RGS19,0.016930851375782843,0.01551467199084576,0.01932921925649288,0.001770226671800145
GFI1B,0.023961509186090465,0.023951998365620796,0.0032949774018152535,0.0017575353084227515
ALDH3B1,0.01593018024112333,0.01628654153511728,0.018406863243134706,0.0017467748160417
CREG1,0.016154862169604527,0.0160125742658525,0.018577079985624557,0.0017435011999639154
JUND,0.016030194086386097,0.015958966872321977,0.018354438398075684,0.0017267015513077338
ABCC3,0.023575864157767575,0.023566316432192275,0.0032919321277593287,0.0017243525740532483
MRPL41,0.0003195398691584673,0.0007176625900772584,0.001201469029141917,0.00170963522971263
TAF12,0.0008598114267611824,0.0008282894191953493,0.0019636431016820345,0.001704379436801796
ITM2A,0.010716880796400017,0.016590784260633835,0.02196916846949693,0.0016985031138374547
FAU,0.016832256774255226,0.011907322043568824,0.019408374809757628,0.0016849916361908388
GSN,0.01949113168603116,0.012918162813718916,0.01664475389490635,0.0016797823802366008
SLC40A1,0.022739916560090525,0.023868251480668172,0.002251220712666545,0.0016685088792189053
GYPC,0.011025505776746658,0.016742228593041603,0.020367684536516623,0.001659519021367152
SH2D1A,0.01254155888361051,0.01267162784574016,0.02296803163503371,0.001649686282105707
FCRL2,0.001989663076081835,0.020704504484261636,0.0247945057585311,0.001628456517627373
C17orf62,0.0010923593786114352,0.00021199403717578683,0.0004908673544753827,0.001621724242937275
PILRB,0.007127276738879774,0.0007607426040086991,0.00595300604541688,0.0016011587557393028
TIMM13,0.014827972647351324,0.014573016831149591,0.016830462788110637,0.0015916408730612462
MRPL21,0.0005824007287805405,0.0006450779170855625,0.0008108582861465108,0.00158505322437625
RAB11B,0.00041812571100013576,0.0002854715759544835,0.001636838262141244,0.0015845297994966819
RILPL2,0.013758028635734415,0.014383311436911485,0.017269987848064952,0.0015759875617223182
FAM129C,0.0015909620996287348,0.017817736471223793,0.02594372376467776,0.0015748679405539069
MFSD1,0.013808449970086366,0.01374130879283138,0.004036945385429488,0.001570611907762858
POLD4,0.008336599518532925,0.01614145961172557,0.02063361321099104,0.0015635488773517367
PGRMC1,0.01913809573817422,0.01712734431676846,0.0022189351657165403,0.0015526425105436945
SULF2,0.013826235217365857,0.013741712030990623,0.015966082863190883,0.0015455791481810773
CKB,0.014128846105821673,0.013995244531367898,0.016303582530426037,0.0015220502424468326
SIRPB1,0.013533309456761476,0.013429286271512691,0.015615398716363138,0.0014953785473603182
TINF2,0.00038014135547469283,0.0003856409577264261,0.0004395463901478984,0.0014880517588345768
PLAC8,0.01900748620152385,0.004840967228318877,0.01929975053964546,0.0014852225165594625
CD52,0.014191283517545459,0.010645054365369519,0.01793267997197412,0.0014816108584358547
LAP3,0.013660511504680272,0.012958000508813919,0.01605320685130254,0.0014778283048599565
RTN3,0.012908485539835915,0.013896720318214621,0.01576803910277251,0.0014766004475618836
PRDX6,0.0170544987955277,0.01764865023653261,0.00802103890707846,0.0014637624594887975
ARHGAP15,0.0118452661732397,0.012852691091900246,0.017662598374493278,0.0014581155064081694
SLC15A3,0.013234122819758519,0.013025969885928414,0.015946270743286223,0.00145127689826351
RP5-887A10.1,0.001140546498313715,0.017578218592228648,0.022909461481690003,0.0014363100833299756
NAMPT,0.013029323341241563,0.012924066108618331,0.01520122816956394,0.0014313254790842157
SDCBP,0.013583492387966314,0.012449961403868679,0.015246255413092867,0.0014309764120567106
KIR3DL2,0.020581561605578443,0.001745421494250051,0.01734185532014527,0.0014245887562335364
AGPAT2,0.012821245819451814,0.012904511386059893,0.01570895674821624,0.0014204771727132609
SERPINB6,0.013056187464619482,0.011037092188952402,0.015185372057296725,0.001394057909835178
GP6,0.019253099181311673,0.01925186369413328,0.0009321710137806774,0.001367184801925097
SMPDL3A,0.01241813217302919,0.012344690168859229,0.014407211194804224,0.0013604834755357642
CALD1,0.019061760167983624,0.019068860620985423,0.0005669542292416509,0.0013425333463755605
SYTL4,0.019061760167983624,0.019068862483517336,0.0001618053690605988,0.0013290280805552735
MGLL,0.012598204775131596,0.012785098877498206,0.012199044285195618,0.0013157637342335173
AATF,0.0017018584432366875,0.0001477876584247295,0.0007103291874933801,0.0013136188398100834
CCDC50,0.0024748397886150816,0.015198592875019758,0.019606338919015514,0.0013041694981959409
LTBR,0.01184242396072022,0.011762590276176828,0.01405821299754009,0.0013013680119103547
GAS7,0.011663575968533645,0.011764534759494382,0.013731260471472564,0.0012965569188145515
SMARCD3,0.011990941671272815,0.01142343718374208,0.013928309698650986,0.001296033595780909
PTAFR,0.011828153297336047,0.011788538139527897,0.014030232208621186,0.0012948413635667524
MIDN,0.012218020668897246,0.010839089215040246,0.013502715847918819,0.0012862985608507473
RAMP1,0.018412005428201258,0.001105064629931895,0.014647704598696921,0.001279263633257565
TNNC2,0.017697086540700006,0.017695766706345054,0.0009307933667557863,0.0012633237937965283
ATP5E,0.010618453822085214,0.013220603539609289,0.012476274574330037,0.0012575698491237937
ZNF106,0.0030335152135776314,0.002950365096485709,0.003398014198332664,0.0012524727187360873
SMIM12,0.001478806922215669,0.0006345095035802631,0.0012773280476587232,0.0012502817837573466
NFAM1,0.011427289580614296,0.011245629643366561,0.01317194338494634,0.00124956943547139
SPHK1,0.014926638024813237,0.014910692935777039,0.004497303925481773,0.0012460127722377298
ENTPD1,0.010647055680902632,0.0109731905815367,0.013438227170844589,0.0012306809542259834
TSEN54,0.010871590469941475,0.005572804908543425,0.01893874492993813,0.0012210894424873084
TRABD2A,0.009286705904447303,0.00779981103570721,0.017316779586051857,0.0011982988760716956
DUSP1,0.012036374233518983,0.008388295222155654,0.01348274221316095,0.0011805050500202183
ATP5D,0.01096496441505225,0.010331213081637427,0.012211024040985868,0.0011775432360074437
MAP3K8,0.0023667826309241545,0.001527657871594785,0.004336234067820874,0.001170373423420227
SIAH2,0.0014180945574826344,0.001431565659487386,0.00019746526966577416,0.0011668604491981084
MTURN,0.016486534960450706,0.01644752948104914,0.0007176806715546872,0.0011631205925172767
PDXK,0.010502920490702814,0.010632849193741226,0.01209185926730278,0.0011535090123637223
TSTD1,0.010147066543146023,0.00998151060844537,0.012827061603906745,0.0011466346917771812
RELT,0.009826094887313388,0.009934110102516141,0.012821263663183067,0.0011273712550214784
MEST,0.015395536970904445,0.015433435798912353,0.0002971348859723722,0.001113428424280407
RPL7L1,0.00022705063777740293,0.0005347095142704513,0.000678093284235414,0.001110695986068706
NARS,0.00022827222109077992,0.0002275378554629119,0.00029656374151821344,0.001106764850497201
GRB2,0.008993723336843024,0.009628695844426077,0.01160804926838462,0.0010932369059032821
HSPA5,0.011185091539656397,0.006405806009642492,0.013949162814972549,0.0010931414280756582
ARPP19,0.0006273607918205906,0.00030098637948664566,0.000911271641707061,0.0010894539764981642
RFXANK,0.00027360107854999273,0.0001647719268813852,0.0003737023642252158,0.0010764683509262532
IL4R,0.0028730501062473423,0.011986648209025072,0.014994874138068243,0.0010755158056192
PHF14,0.00045034738635202777,0.00161760058536547,0.0021870675107925554,0.0010616450593552344
MYL12B,0.005834100308541353,0.009172531047065972,0.014875837691254827,0.0010451731499385266
STX10,0.009364117082586785,0.009141667961995528,0.010457674107878682,0.0010447296394772133
ARHGEF10L,0.009474603903601211,0.009418146855545482,0.010995407942445558,0.0010441922813632571
SIGLEC1,0.009292676227010337,0.00926339559772553,0.010822339245903877,0.0010427046889949017
ABHD16A,0.014118144970808131,0.013948003271917262,0.0015832695379163597,0.001031435333439447
DNAJB6,0.013608127069413818,0.01220164399284883,0.003360537774191155,0.0010311722276127107
TMEM219,0.008890215395455392,0.00906495586007969,0.011179614526261802,0.0010306268174569747
MYOF,0.009488290665527418,0.008533601580642923,0.011010948768869183,0.0010301972495233853
CYSTM1,0.00922016348853418,0.009269701199518234,0.010711306634453141,0.0010249898888100982
OAS3,0.0030246314369296724,0.0030715775093251756,0.003295301537787785,0.0010215583280839113
CRIP2,0.0028784921702744415,0.0036251268831240663,0.007237223918457603,0.0010144566035768373
CISD3,0.009742231924005182,0.0034959591308496318,0.015132168400890733,0.0010108991474110343
C9orf89,0.009311329410747285,0.009941643112839753,0.00924442597196364,0.0010067775973892671
EPHX2,0.005537945395934583,0.007611351675319146,0.01575814244608218,0.0010038866296957392
SRA1,0.009094950616874103,0.008417092759334175,0.009877778259028122,0.0010024031234777838
SEPHS2,0.0006851267590650711,0.0008464376391385841,0.0008772115747623846,0.0009959970340107204
ZNF467,0.007649698122759979,0.00770697080432055,0.009093693894607567,0.000992818733933954
NRROS,0.008414344088573444,0.00759506197120484,0.009153588801627404,0.0009913619168962602
FAM63A,0.013479721830611942,0.013212329241584157,0.0006814506636198387,0.0009889216357394223
PASK,0.0026670018049949275,0.002556081990681261,0.005677676874605992,0.0009873567545405544
ATG16L2,0.009773947923931754,0.008032783511925807,0.010157639248990801,0.00098287500874322
UBE2E2,0.004848876487173732,0.010400677140612397,0.01257320008024589,0.00097317217387198
TCN2,0.008657103680694268,0.008531793062155044,0.010007460304693655,0.0009720437771080834
MRPS18A,0.0005335137072608718,0.0006040897011051996,0.0008277965341018833,0.000967882979794585
ATP1B3,0.008268177815311705,0.006451970725647202,0.011886068325261071,0.0009625084556624128
PAWR,0.0010879045690231348,0.012252547921307103,0.013990231838331792,0.000955192302540962
RAB20,0.008044448568156658,0.008048059998679242,0.00938502741734546,0.0009390909262754132
ITGAX,0.00827118579251941,0.008341562433917368,0.009846103647541703,0.0009364856559135805
COMMD6,0.008776796029479027,0.006848131729253301,0.010817653102628643,0.0009285008610207512
FXYD6,0.007722268599498329,0.007677412888488396,0.00896293655827548,0.0009279121146885281
SEL1L3,0.002197221651958583,0.010621277282963477,0.013717465332982915,0.0009248889089137136
RAB13,0.00885467563255209,0.008246024790687173,0.008892715210178526,0.0009056557917307591
PPA1,0.00433722980802825,0.007643245671803639,0.013733113467219973,0.0008971498421267101
TNFRSF13C,0.00047877707805295196,0.008346787767200319,0.012855327809484052,0.0008813877690904986
HRH2,0.007549114810604792,0.007995804803317822,0.008918485679393955,0.0008807001790834661
UBE2F,0.012150556303313648,0.0029776246479367675,0.00941424169298577,0.000872998263790602
HAVCR2,0.008938200547647789,0.0018511464885968942,0.006932672175010521,0.0008723569123852582
MYO1G,0.008596159082426816,0.004510279343430382,0.011623883255329476,0.0008715690854055844
SEPT6,0.00815294714417466,0.006962890236196463,0.008649332792319052,0.0008689693506423422
IRF5,0.007511915538294638,0.007488350533393379,0.008796269270624765,0.0008675066978914669
BPGM,0.013658303481782602,0.0016485606385036543,0.009122604500198526,0.0008646273466093675
MIR4435-1HG,0.009571471013574556,0.005286080226938041,0.00964879334155947,0.0008624433888222904
CMC1,0.009064449914240429,0.0019541514879007544,0.01349073941092692,0.0008563913158107251
COMMD9,0.007545880071028642,0.007752435673958812,0.008841977420949233,0.000850437216579149
UBL4A,0.010866543959573502,0.010930633589848181,0.0007924379181597425,0.000837893250302888
CCNJL,0.012185732873922522,0.009228312015339395,0.002106091734914141,0.000835217648242001
ARL6IP1,0.010767487451948356,0.0029415969946870457,0.009390689287336641,0.0008347534569015793
BCAS4,0.002928470456590303,0.0088512936491059,0.011414607575016524,0.0008343774716578888
GFOD1,0.012312022284793778,0.0029988242189911978,0.007100867216169993,0.0008341907995559245
TNFRSF4,0.004363875084767219,0.007271437738597788,0.011680612581853073,0.0008240294908584236
CAPZA2,0.007734001573132966,0.007307134559616398,0.008292978478504241,0.0008222253126534923
